id,user_id,title,time_start,time_end,content,created_at,updated_at
11,5,Đồ án môn học và cá nhân,3/1/2021,3/1/2021,"Phiên bản Tic-Tac-Toe Bạn làm ai
chọn?

Ngôn ngữ: OOP - C++
Quy mô đội: 3
Đó là một trò chơi tic-tac-toe với phong cách mới được thiết kế để
Theo dõi một gameshow nổi tiếng.

Mật mã RSA

Ngôn ngữ: C++
Mật mã RSA chỉ với STL của CPP.

Web Scrapping x Cosin Similarity

Ngôn ngữ: Python
Tìm kiếm dữ liệu văn bản web (trên Google), loại bỏ, tìm kiếm
Các câu / đoạn / từ tương tự với đầu vào của bạn
dựa trên điểm Cosine Similarity.
Language: OOP - C++
Team size: 3
It’s a tic-tac-toe game with a new style that is designed to
follow a famous gameshow.

RSA Cryptography

Language: C++
RSA cryptography with CPP’s STL only.

Web Scrapping x Cosine Similarity

Language: Python
Web text data searching (on Google), scrapping, finding
similar sentences/paragraphs/words with your input
based on Cosine Similarity score.",4/5/2023,4/6/2023
12,6,Đồ án môn học và cá nhân,3/1/2021,3/1/2021,NO,4/5/2023,4/6/2023
13,7,Đồ án môn học và cá nhân,3/1/2021,3/1/2021,"Nhận dạng tên thuốc từ đơn thuốc dựa trên phương pháp OCR W | Tháng Tư 2022
∗ Dự án này là để giúp người dùng tìm hiểu công dụng của thuốc generic trên hóa đơn thuốc của họ, nó cũng giúp họ lập kế hoạch
Lên lịch nhắc nhở dùng thuốc.
∗ trình OCR bao gồm 2 phần: phát hiện (sử dụng PaddleOCR) và nhận dạng (sử dụng VietOCR).
∗ Để trích xuất thông tin chính (trong trường hợp này là brandname, generic, cách sử dụng, số lượng trên hóa đơn), chúng tôi
quyết định sử dụng LayoutLMv3, hiện là SOTA trong trường Trích xuất thông tin chính (theo
Papperwithcode).
∗ tôi đã sử dụng Google Colab để đào tạo mô hình này.
Phát hiện đối tượng W | Python, TensorFlow, Yolov5 Tháng Tư 2022
∗ Phát hiện đối tượng bằng dữ liệu Visdrone 2019.
∗ Visdrone là một điểm chuẩn quy mô lớn với sự thật mặt đất được chú thích cẩn thận cho các máy tính quan trọng khác nhau
nhiệm vụ tầm nhìn, để làm cho tầm nhìn đáp ứng máy bay không người lái.
∗ Yolov5 là AI thị giác được yêu thích nhất thế giới trước khi xuất hiện Yolov6 và Yolov7, đại diện cho Ultralytics
nghiên cứu nguồn mở về các phương pháp AI tầm nhìn trong tương lai, kết hợp các bài học kinh nghiệm và thực tiễn tốt nhất đã phát triển
qua hàng ngàn giờ nghiên cứu và phát triển.
∗ tôi đã sử dụng Google Colab để đào tạo mô hình này.
∗ Một ứng dụng đã được xây dựng để phát hiện đối tượng xuất hiện trên máy ảnh.",4/5/2023,4/6/2023
14,8,Đồ án môn học và cá nhân,3/1/2021,3/1/2021,"Tháng Mười 2021 - Tháng Mười Hai 2021 Lập trình giao diện và thiết kế trò chơi T - rex

Mô tả: Thực hiện các chức năng cơ bản như đặt tên nhân vật, chọn nhân vật, xem hướng dẫn, chơi
Trò chơi, khủng long nhảy qua chướng ngại vật và ăn thịt để lấy điểm.
Cách sử dụng: C#, Winform
Liên kết: https://by.com.vn/jU8up
Tháng Chín 2021 - Jan 2022 Hệ thống quản lý rạp chiếu phim

Mô tả: Mô tả các chức năng cần thiết của hệ thống, phân tích luồng dữ liệu của các chức năng,
bản vẽ sơ đồ ERD và DFD của các hàm.
Cách sử dụng: Draw.IO, C#.
Liên kết: https://by.com.vn/uCPhv",4/5/2023,4/6/2023
15,9,Đồ án môn học và cá nhân,3/1/2021,3/1/2021,"Nhà phát triển front-end &; Nhà thiết kế UI / UX
SaoLa - Nền tảng bảo vệ động vật hoang dã
Tháng Mười Một 2021
- Vai trò: Front-end Developer &; UI/UX Designer.
- Tech stacks: Figma, ReactJS, Redux, JavaScript.
- Thiết kế &; thực hiện UI / UX của web di động
.app.

- Dự án này cũng là giải pháp chiến thắng của Zoo-
Hackathon Vietnam 2021 và đội ngũ của chúng tôi đã trở thành một

của những người tham gia ZooHackathon Global 2021.
Nhà phát triển di động &; Nhà thiết kế UI / UX
Unisab - Ứng dụng thông tin sinh viên
Tháng Năm 2021 - Hiện tại
- Vai trò: Mobile Developer &; UI/UX Designer.
- Ngăn xếp công nghệ: Figma, React Native, Redux, Google
Firebase, JavaScript.
- Thiết kế & triển khai UI / UX của ứng dụng di động.
- Xuất bản ứng dụng lên Cửa hàng Google Play.
- Xem bản demo và công việc của tôi trên GitHub và Google Play.
Nhà phát triển di động &; Nhà thiết kế UI / UX
Stylix - Ứng dụng thử quần áo ảo
Tháng Năm 2021 - Tháng Tám 2021
- Vai trò: Mobile Developer &; UI/UX Designer.
- Tech stacks: Figma, React Native, JavaScript.
- Thiết kế và triển khai UI/UX của ứng dụng di động.
- Xem tác phẩm của tôi trên Figma.
Nhà phát triển di động
Ninja trái cây
Tháng Hai 2022
- Vai trò: Mobile Developer.
- Tech stacks: React Native với thư viện Matter-JS,
và JavaScript.
- Tạo một bản sao của trò chơi Fruit Ninja.
- Xem tác phẩm của tôi trên GitHub.
Nhà phát triển trò chơi
Đường Crossy
Tháng Mười Hai 2020 - Tháng Giêng 2021
- Vai trò: Nhà phát triển trò chơi.
- Tech stacks: C++ với thư viện SFML.
- Tạo một trò chơi tương tác, băng qua đường vô tận
với đồ họa hoàn chỉnh.",4/5/2023,4/6/2023
16,10,Đồ án môn học và cá nhân,3/1/2021,3/1/2021,"Xây dựng website Nhà sách cho phép khách hàng duyệt sách, xem
chi tiết, tìm kiếm sách, viết đánh giá và đăng ký tài khoản và mua sách,
Xây dựng bảng quản trị cho phép người quản lý quản lý sách, khách hàng,
Đánh giá và đơn đặt hàng
Sử dụng Hibernate framework với JPA cho lớp truy cập dữ liệu
Sử dụng JSP và JSTL cho lớp view
Sử dụng HTML, CSS, Javascript và jQuery cho lớp view (Basic, The website
chưa phản hồi cho các thiết bị khác)",4/5/2023,4/6/2023
17,11,Đồ án môn học và cá nhân,3/1/2021,3/1/2021,"NHẬP LIỆU, PHUONG CHI SOFTWARE COMPANY",4/5/2023,4/6/2023
18,12,Đồ án môn học và cá nhân,3/1/2021,3/1/2021,"Ứng dụng trò chuyện
Tính năng chi tiết: https://github.com/tuantmfullstack/chat-app-mern
Trang web demo: https://timely-valkyrie-9365c6.netlify.app
Những đặc điểm chính:
- Chat Realtime: gửi, nhận tin nhắn ngay lập tức
- Xác thực: đăng nhập, đăng ký, quên mật khẩu
- Tính năng tin nhắn: hỗ trợ văn bản, hình ảnh,
Các
- Những thứ khác: Sử dụng biểu tượng cảm xúc cho các thông điệp hấp dẫn, trong
cuộn nite

Tháng Mười 25, 2022 - Tháng Chín 9, 2022
Bản sao Jira
Tính năng chi tiết: https://github.com/tuantmfullstack/jira-demo
Trang web demo: https://effortless-buttercream-c3880c.netlify.app
Những đặc điểm chính:
- Dự án: tạo, tải lên, xóa, cài đặt danh mục
- Xác thực: Đăng nhập, đăng ký bằng tên người dùng &; mật khẩu, Google,
...
- Nhiệm vụ: Sử dụng kéo và thả để đặt trạng thái nhiệm vụ, giao nhiều
Người dùng...
- Khác: Lọc tác vụ theo tên, người dùng, trình soạn thảo văn bản đa dạng thức
Tháng Mười 25, 2022 - Tháng Chín 9, 2022
",4/5/2023,4/6/2023
19,13,Đồ án môn học và cá nhân,3/1/2021,3/1/2021,"2022-01 Trò chuyện Web

- Front-end: ReactJS
- Backend: NodeJS, MongoDB, socket

Một trang web trò chuyện, mà người dùng có thể nghe nhạc, tạo danh sách phát của riêng bạn

Bài hát và thêm bài hát vào bài hát yêu thích của bạn
Mô tả dự án:
Công nghệ:

Github: https://github.com/MNguyen1302/ChatApp

2022-04 Cửa hàng giày dép

- Front-end: HTML, CSS và Javascript
- Phụ trợ: PHP và MySQL

Một trang web giày, mà người dùng có thể đặt hàng và mua sản phẩm. Ngoài ra

Quản trị viên cũng có thể quản lý sản phẩm và đơn đặt hàng.
Mô tả dự án:
Công nghệ:

Github: https://github.com/MNguyen1302/ShoesShop",4/5/2023,4/6/2023
20,14,Đồ án môn học và cá nhân,3/1/2021,3/1/2021,"DNS Phone
Portfolio
Final project dùng Javascript",4/5/2023,4/6/2023
21,15,Đồ án môn học và cá nhân,3/1/2021,3/1/2021,"Lập trình viên thực tập Fontend tại CMC TS
● Phân tích tài liệu yêu cầu.
● Tạo kịch bản kiểm thử và trường hợp kiểm thử dựa trên
yêu cầu / đặc điểm kỹ thuật.
● Mã hóa
● Sửa lỗi trên Jira.
● Lập báo cáo
● Mã phòng thu trực quan
● Người đưa thư
● Jira
",4/5/2023,4/6/2023
22,16,Đồ án môn học và cá nhân,3/1/2021,3/1/2021,"Trò chơi bài
Vị trí Full-stack Developer
Trách nhiệm Thêm một số tính năng vào trò chơi
Sửa một số lỗi
Công nghệ đang sử dụng Frontend: Cocos Creator (HTML, CSS, JS)
Phụ trợ: NodeJS, Nginx, pm2, MongoDB

MAICO GROUP company (Cong ty TNHH MAICO GROUP)
Vị trí Front-end Developer
Trách nhiệm: Tạo ứng dụng front-end
Công nghệ đang sử dụng Frontend: HTML, CSS, JS, NuxtJS/VueJS, Apollo client
Backend: Máy chủ API GraphQL công khai

Maico.vn
Vị trí Fullstack Developer
Trách nhiệm Tạo UI, tính năng cho front-end
Đề xuất một số tính năng cho trang web
Làm nhiệm vụ do tiền bối giao
Công nghệ đang sử dụng Frontend: HTML, CSS, JS, NuxtJS, Apollo Client
Phụ trợ: C # (.NET 5 với ASP.NET CORE), PostgresQL

Hackathon UTE - troviet
Vị trí Fullstack Developer DevOps
Trách nhiệm Quản lý dự án, và đảm bảo dự án hoạt động tốt trong môi trường sản xuất.
Triển khai các ứng dụng front-end và back-end.
Công nghệ đang sử dụng Frontend: HTML, CSS, JS (Typescrypt), React/NextJS, Redux.
Backend: NodeJS, MongoDB, AWS S3",4/5/2023,4/6/2023
23,17,Đồ án môn học và cá nhân,3/1/2021,3/1/2021,"Tự học
Tự làm project cá nhân
Hiện nay - Hiện nay
Các sản phẩm tự làm: Website bán đồ chơi trẻ em.
Live:
Công nghệ sử dụng:
Front End: Viết bằng ReactJS, dùng axios để gọi API lấy data và
render ra dữ liệu, đồng thời CRUD dữ liệu. Dùng Redux và JWT để
authentication và authorization. Người dùng có thể xem sản
phẩm, thêm sản phẩm vào giỏ và tiến hành mua hàng. Ngoài ra
còn kết hợp Boostrap để dựng UI. Website đã được responsive
trên các loại thiết bị.
Github:
Back End: Sử dụng ExpressJS để xây dựng Server và MYSQL để
làm việc với Database, Sử dụng JWT để xác thực dữ liệu từ phía
client. Server được viết theo mô hình MVC nhằm tối ưu hóa code.
Deployment: Với database, sử dụng supabase, BE sử dụng render
và FE thì sử dụng vercel.
Github:
Biết làm việc với Git, Github để quản lý Source Code
Link Github:
Công ty MBSTORE
Thực tập sinh
8/2022 - 10/2022
- Quản lý kho hàng, làm các công việc liên quan đến phần cứng
máy tính",4/5/2023,4/6/2023
24,18,Đồ án môn học và cá nhân,3/1/2021,3/1/2021,"XÂY DỰNG WEBSITE BÁN LAPTOP (website)
- Frontend: Bootstrap 5, Jquery 3.4.1
- Framework: ASP .NET MVC5
- Backend: C#, SQL server
XÂY DỰNG WEBSITE BÁN CAFE
- Frontend: Boostrap 3, 4
- Framework: ASP .NET MVC5
- Backend: C#, SQL server
XÂY DỰNG WEBSITE BÁN LAPTOP
- Frontend: Boostrap 4, javascript
- Backend: Java ( java servlet ), SQL server",4/5/2023,4/6/2023
25,19,Đồ án môn học và cá nhân,3/1/2021,3/1/2021,"Website quản lý thư viện trực tuyến
Quản lý thư viện trực tuyến
Website quảng bá, giới thiệu
hình ảnh của thư viện cho độc giả,
cung cấp thông tin, số lượng
sách, phân loại sách, v.v. Để giúp đỡ
Độc giả thuận tiện tra cứu.
Chương trình hiện đang theo
phát triển.
Lập trình HTML, CSS, JS.
Liên kết ứng dụng:
https://github.com/nguyentrong
quy11092001/KLTN.git",4/5/2023,4/6/2023
26,20,Đồ án môn học và cá nhân,3/1/2021,3/1/2021,"CÔNG VIỆC HÀNG NGÀY
Vị trí công việc Quản lý và phát triển dự án
Vai trò trong nhóm Lập trình viên chính
Quản lý dự án
Công nghệ sử dụng Pugjs, Sass, Gulp, JavaScript

Trang đích studio mộng mơ (https://duypham000.github.io/DreamyStudio/)
Số thành viên 1
Vị trí công việc Quản lý và phát triển dự án
Vai trò trong nhóm Lập trinh viên chính
Quản lý dự án
Công nghệ sử dụng HTML, SASS, ReactJs

Quản lý cafe
Vị trí công việc Quản lý dự án
Vai trò trong nhóm Quản lý và phát triển dự án
Giải thích chi tiết toàn bộ mọi thứ về dự án cho khách hàng
Công nghệ sử dụng C# Winform
Máy chủ MySQL

Quản lý vé xe
Vị trí công việc Quản lý và phát triển dự án
Vai trò trong nhóm Quản lý và phát triển dự án
Giải thích chi tiết toàn bộ mọi thứ về dự án cho khách hàng
Công nghệ sử dụng C# Winform
Máy chủ MySQL",4/5/2023,4/6/2023
27,21,Đồ án môn học và cá nhân,3/1/2021,3/1/2021,"Dự đoán lãi suất  ngân hàng

https://drive.google.com/drive/folders/1xQqDe-t5I6bK4snSVMxlkRGw-
iq6jkD9?usp=sharing

 Dự báo doanh số bán hàng của Walmart
https://drive.google.com/drive/folders/1klqc0rm7OuUjI21XfuT_dCEfJfi_X8MV?usp=sharing
 Đánh giá hiệu suất của các khung AutoML
https://drive.google.com/drive/folders/1I113_-
LVQCur_ECFHqBSBV_m70Wx2ut_?usp=chia sẻ",4/5/2023,4/6/2023
28,22,Đồ án môn học và cá nhân,3/1/2021,3/1/2021,"Giao đồ ăn
MÃ NGUỒN:
SỐNG:
Mô tả:
-Dự án này là một trang web đặt đồ ăn trực tuyến cho phép người dùng
Chọn sản phẩm mà không cần đến cửa hàng trực tiếp.
-Dự án này có các tính năng chính như:
+ Đăng ký, đăng nhập bằng Firebase.
+ Lọc sản phẩm, tìm sản phẩm, trưng bày sản phẩm trong giỏ hàng.
+ Xem thông tin chi tiết sản phẩm, phân trang.
+ Giao diện đẹp, trải nghiệm người dùng tốt.
+ Responsive: hỗ trợ nhiều màn hình.
Công nghệ:
• React / Hooks / Router V6 / Redux toolkit / Bootstrap /
SCSS / Căn cứ hỏa lực

Phim Netflix
MÃ NGUỒN:
SỐNG:
Mô tả:
-Dự án này là một trang web thông tin phim trực tuyến dựa trên
API có sẵn do api.themoviedb.org cung cấp
-Dự án này có các tính năng chính sau:
+ Đăng ký, đăng nhập và lưu dữ liệu người dùng vào cơ sở dữ liệu (Firebase).
+ Phân loại phim, truyền hình theo danh mục do api cung cấp (phim, truyền hình
hàng loạt).
+ Xem thông tin phim chi tiết (mô tả, diễn viên, thể loại,
trailer).
+ Tìm kiếm, phân trang dựa trên các params do api cung cấp.
+ Thêm, xóa các bộ phim yêu thích theo dữ liệu người dùng.
+ Giao diện đẹp, trải nghiệm người dùng tốt.
+ Responsive: hỗ trợ nhiều màn hình.
Công nghệ:
• React / Hooks / Router V6 / Redux toolkit / Bootstrap /
SCSS / Căn cứ hỏa lực",4/5/2023,4/6/2023
29,23,Đồ án môn học và cá nhân,3/1/2021,3/1/2021," học Khoa học 2020-2021
Trình tạo dữ liệu sinh viên giả:
- Hiểu được kiến trúc 3 lớp của một ứng dụng thông thường.
- Thực hành tạo các lớp học đơn giản.
Mẫu thiết kế cơ bản
Hiểu, giải thích, thực hiện bốn mẫu thiết kế cơ bản:
1. Singleton
2. Nhà máy
3. Nguyên mẫu
4. Người xây dựng
OOP (Dự án):

Trường ĐH Khoa học Tự nhiên 2/2022-nay
Phân đoạn phiên bản dựa trên Mask RCNN.
Phát hiện hành vi bất thường dựa trên SVDD.
Trong sơn.
Tranh Fractal.",4/5/2023,4/6/2023
30,24,Đồ án môn học và cá nhân,3/1/2021,3/1/2021,"Ứng dụng trò chuyện
Tính năng chi tiết: https://github.com/tuantmfullstack/chat-app-mern
Trang web demo: https://timely-valkyrie-9365c6.netlify.app
Những đặc điểm chính:
- Chat Realtime: gửi, nhận tin nhắn ngay lập tức
- Xác thực: đăng nhập, đăng ký, quên mật khẩu
- Tính năng tin nhắn: hỗ trợ văn bản, hình ảnh,
Các
- Những thứ khác: Sử dụng biểu tượng cảm xúc cho các thông điệp hấp dẫn, trong
cuộn nite

Tháng Mười 25, 2022 - Tháng Chín 9, 2022
Bản sao Jira
Tính năng chi tiết: https://github.com/tuantmfullstack/jira-demo
Trang web demo: https://effortless-buttercream-c3880c.netlify.app
Những đặc điểm chính:
- Dự án: tạo, tải lên, xóa, cài đặt danh mục
- Xác thực: Đăng nhập, đăng ký bằng tên người dùng &; mật khẩu, Google,
...
- Nhiệm vụ: Sử dụng kéo và thả để đặt trạng thái nhiệm vụ, giao nhiều
Người dùng...
- Khác: Lọc tác vụ theo tên, người dùng, trình soạn thảo văn bản đa dạng thức
Tháng Mười 25, 2022 - Tháng Chín 9, 2022
Đặt tour
Tính năng chi tiết: https://github.com/tuantmfullstack/natours-mern
Trang web demo: https://timely-valkyrie-9365c6.netlify.app
Những đặc điểm chính:
- Xác thực: Đăng nhập, đăng ký, quên mật khẩu,...
- Ủy quyền: Vai trò, hạn chế người dùng những gì họ có thể làm,...
- An ninh: Ngăn chặn các cuộc tấn công nguy hiểm, vệ sinh,...
- Tour: CRUD, Filter tour
- Người dùng: Cập nhật thông tin, đánh giá, đặt chỗ
- Khác: Xử lý lỗi,

tải lên, Mapbox,...",4/5/2023,4/6/2023
31,25,Đồ án môn học và cá nhân,3/1/2021,3/1/2021,"DU LỊCH VIỆT NAM
https://vietnam-travel.netlify.app/
Dự án này là một trang web nơi khách truy cập có thể nhận được chi tiết
thông tin, tin tức mới nhất &; lời khuyên hữu ích về thị thực, điểm đến,
ẩm thực &; làm gì ở Việt Nam.
• Phản ứng / TailwindCSS / Bộ định tuyến Dom V6

Điện thoại
+84 366 270 052
Email
namnguyenthanh.developer@gmail.com
Trang mạng
https://namdeveloper.netlify.app/
Địa chỉ
Ho Chi Minh City, Vietnam

THƯƠNG MẠI ĐIỆN TỬ REVERIE
https://reverie-watch.netlify.app/
Đồng hồ Reverie là một trang web thương mại điện tử bán hàng xa xỉ
Đồng hồ. Dự án này có các tính năng chính như: đầy đủ
đáp ứng, đăng ký, đăng nhập, đăng xuất PayPal thanh toán, khách hàng
đánh giá, lọc sản phẩm, phân trang...
• Phản ứng / Hooks / ContextAPI / TailwindCSS
• Nút / Express / MongoDB / Jwt / Cloudinary
DANH MỤC ĐẦU TƯ CÁ NHÂN
https://namdeveloper.netlify.app/
Dự án này là dự án đầu tiên tôi xây dựng sau khi đột phá
Hướng dẫn địa ngục. Tôi được truyền cảm hứng từ nhiều nhà phát triển tuyệt vời mà tôi có
học hỏi từ Youtube, Udemy &; Freecodecamp.
• Hoạt hình React / CSS / Animista",4/5/2023,4/6/2023
32,26,Đồ án môn học và cá nhân,3/1/2021,3/1/2021,"Xây dựng giao diện với HTML5, CSS3/SASS, Tailwind CSS
Sử dụng Nextjs, Nodejs để phát triển website
Sử dụng Mongodb để lưu trữ dữ liệu
",4/5/2023,4/6/2023
33,27,Đồ án môn học và cá nhân,3/1/2021,3/1/2021,"XÂY DỰNG ỨNG DỤNG TRACKING DỰA TRÊN ỨNG DỤNG
OSMAND
Công nghệ sử dụng : Java, OpenStreetMap, SQLite, GPS
Công cụ lập trình: Android Studio
Tính năng ứng dụng: Tracking, Upload to Openstreetmap, Export
Database,...
XẬY DỰNG ỨNG DỤNG THƯ VIỆN ẢNH TRỰC TUYẾN HALOGRAM
Công nghệ sử dụng : Flutter , Firebase
Công cụ lập trình: Android Studio
Tính năng ứng dụng: Tải lên ảnh và nội dung, Bình luận, Thả tim,
Gán vị trí,...
XẬY DỰNG ỨNG DỤNG TRÌNH GHI MÀN HÌNH SCREEN RECORDER
Công nghệ sử dụng : C# WPF, API
Công cụ lập trình: Visual Studio
Tính năng ứng dụng: Ghi màn hình, vẽ trên màn hình,....",4/5/2023,4/6/2023
